Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE2438, 6.58545E-010,   135.00,    4.99131,   162.39, 8.39483E-010,  -123.69,          0,     0.00,    4.99131,   162.39, 6.58545E-010,   -45.00,    4.99131,   -17.61, 8.39483E-010,    56.31,          0,     0.00,    4.99131,   -17.61
Line.LINE2439,          0,     0.00,    4.99144,   162.39,          0,     0.00,          0,     0.00,    4.99144,   162.39,          0,     0.00,    4.99144,   -17.61,          0,     0.00,          0,     0.00,    4.99144,   -17.61
Line.LINE2440, 1.16415E-009,   -90.00, 4.2742E-009,   -29.36, 1.86265E-009,   -90.00,          0,     0.00, 6.33368E-009,   -53.97, 1.16415E-009,    90.00, 4.2742E-009,   150.64, 1.86265E-009,    90.00,          0,     0.00, 6.33368E-009,   126.03
Line.LINE2441, 5.20625E-010,   116.57,    40.3826,   161.97, 1.04125E-009,  -116.57,          0,     0.00,    40.3826,   161.97, 5.20625E-010,   -63.43,    40.3826,   -18.03, 1.04125E-009,    63.43,          0,     0.00,    40.3826,   -18.03
Line.LINE2442, 3.63798E-012,   180.00,          0,     0.00,     37.733,    42.56,          0,     0.00,     37.733,    42.56, 3.63798E-012,     0.00,          0,     0.00,     37.733,  -137.44,          0,     0.00,     37.733,  -137.44
Line.LINE2443,    35.9641,   -79.58,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    30.6936,   -15.52,    35.9641,   100.42,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    30.6936,   164.48
Line.LINE2444, 9.76172E-011,    26.57, 5.99991E-011,   165.96, 1.84069E-010,   -71.57,          0,     0.00, 1.45519E-010,   -53.13, 9.76172E-011,  -153.43, 5.99991E-011,   -14.04, 1.84069E-010,   108.43,          0,     0.00, 1.45519E-010,   126.87
Line.LINE2445, 5.82077E-010,   126.87,    4.99131,   162.39, 2.32831E-010,   -90.00,          0,     0.00,    4.99131,   162.39, 5.82077E-010,   -53.13,    4.99131,   -17.61, 2.32831E-010,    90.00,          0,     0.00,    4.99131,   -17.61
Line.LINE2446, 1.74623E-010,   180.00, 8.23181E-011,    45.00, 5.82077E-011,   -90.00,          0,     0.00, 1.16415E-010,   180.00, 1.74623E-010,     0.00, 8.23181E-011,  -135.00, 5.82077E-011,    90.00,          0,     0.00, 1.16415E-010,     0.00
Line.LINE2447, 1.16415E-010,     0.00,    40.3826,   161.97, 1.16415E-010,     0.00,          0,     0.00,    40.3826,   161.97, 1.16415E-010,   180.00,    40.3826,   -18.03, 1.16415E-010,   180.00,          0,     0.00,    40.3826,   -18.03
Line.LINE2448,    35.9641,   -79.58,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    30.6936,   -15.52,    35.9641,   100.42,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    30.6936,   164.48
Line.LINE2449, 1.02898E-010,    98.13, 4.36557E-011,   180.00, 2.91038E-011,     0.00,          0,     0.00, 1.0594E-010,   105.95, 1.02898E-010,   -81.87, 4.36557E-011,     0.00, 2.91038E-011,   180.00,          0,     0.00, 1.0594E-010,   -74.05
Line.LINE2450, 2.60313E-010,   116.57,    4.99131,   162.39, 5.20625E-010,  -116.57,          0,     0.00,    4.99131,   162.39, 2.60313E-010,   -63.43,    4.99131,   -17.61, 5.20625E-010,    63.43,          0,     0.00,    4.99131,   -17.61
Line.LINE2451, 5.82077E-011,   -90.00,    40.3826,   161.97, 5.82077E-011,   180.00,          0,     0.00,    40.3826,   161.97, 5.82077E-011,    90.00,    40.3826,   -18.03, 5.82077E-011,     0.00,          0,     0.00,    40.3826,   -18.03
Line.LINE2452,    35.9641,   -79.58,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    30.6936,   -15.52,    35.9641,   100.42,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    30.6936,   164.48
Line.LINE2453,          0,     0.00,    4.99131,   162.39, 1.64636E-010,   135.00,          0,     0.00,    4.99131,   162.39,          0,     0.00,    4.99131,   -17.61, 1.64636E-010,   -45.00,          0,     0.00,    4.99131,   -17.61
Line.LINE2454, 3.63798E-012,   180.00,    4.90821,   161.96, 8.13477E-012,  -153.43,          0,     0.00,    4.90821,   161.96, 3.63798E-012,     0.00,    4.90821,   -18.04, 8.13477E-012,    26.57,          0,     0.00,    4.90821,   -18.04
Line.LINE2455, 3.63798E-012,   180.00,    35.4744,   161.97, 8.13477E-012,  -153.43,          0,     0.00,    35.4744,   161.97, 3.63798E-012,     0.00,    35.4744,   -18.03, 8.13477E-012,    26.57,          0,     0.00,    35.4744,   -18.03
Line.LINE2456,    35.9641,   -79.58,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    30.6936,   -15.52,    35.9641,   100.42,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    30.6936,   164.48
Line.LINE2457,          0,     0.00,    4.99131,   162.39, 2.91038E-011,     0.00,          0,     0.00,    4.99131,   162.39,          0,     0.00,    4.99131,   -17.61, 2.91038E-011,   180.00,          0,     0.00,    4.99131,   -17.61
Line.LINE2458, 3.43534E-010,   114.39,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    35.6345,    49.65, 3.43534E-010,   -65.61,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    35.6345,  -130.35
Line.LINE2459,    35.9641,   -79.58, 2.18468E-011,   177.61, 1.49998E-011,    75.96,          0,     0.00,    35.9641,   -79.58,    35.9641,   100.42, 2.18468E-011,    -2.39, 1.49998E-011,  -104.04,          0,     0.00,    35.9641,   100.42
Line.LINE2460, 8.13477E-012,   -63.43,    4.99131,   162.39, 5.14488E-012,    45.00,          0,     0.00,    4.99131,   162.39, 8.13477E-012,   116.57,    4.99131,   -17.61, 5.14488E-012,  -135.00,          0,     0.00,    4.99131,   -17.61
Line.LINE2461, 3.84457E-010,   119.48,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    35.6345,    49.65, 3.84457E-010,   -60.52,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    35.6345,  -130.35
Line.LINE2462,    35.9641,   -79.58, 5.82077E-011,     0.00,          0,     0.00,          0,     0.00,    35.9641,   -79.58,    35.9641,   100.42, 5.82077E-011,   180.00,          0,     0.00,          0,     0.00,    35.9641,   100.42
Line.LINE2463, 3.94381E-010,   119.88,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    35.6345,    49.65, 3.94381E-010,   -60.12,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    35.6345,  -130.35
Line.LINE2464,    35.9641,   -79.58, 7.27596E-012,    90.00, 1.16415E-010,    90.00,          0,     0.00,    35.9641,   -79.58,    35.9641,   100.42, 7.27596E-012,   -90.00, 1.16415E-010,   -90.00,          0,     0.00,    35.9641,   100.42
Line.LINE2465, 4.03537E-010,   115.64,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    35.6345,    49.65, 4.03537E-010,   -64.36,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    35.6345,  -130.35
Line.LINE2466,    35.9641,   -79.58, 5.83212E-011,    -3.58, 8.23181E-011,  -135.00,          0,     0.00,    35.9641,   -79.58,    35.9641,   100.42, 5.83212E-011,   176.42, 8.23181E-011,    45.00,          0,     0.00,    35.9641,   100.42
Line.LINE2467, 3.45895E-010,   112.25,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    35.6345,    49.65, 3.45895E-010,   -67.75,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    35.6345,  -130.35
Line.LINE2468,    35.9641,   -79.58, 7.29015E-012,   176.42,          0,     0.00,          0,     0.00,    35.9641,   -79.58,    35.9641,   100.42, 7.29015E-012,    -3.58,          0,     0.00,          0,     0.00,    35.9641,   100.42
Line.LINE2469, 3.89332E-010,   113.69,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    35.6345,    49.65, 3.89332E-010,   -66.31,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    35.6345,  -130.35
Line.LINE2470, 3.8093E-010,   118.52,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    35.6345,    49.65, 3.8093E-010,   -61.48,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    35.6345,  -130.35
Line.LINE2471, 3.73172E-010,   119.81, 6.48387E-010,     2.89,     37.849,    42.66,          0,     0.00,     37.849,    42.66, 3.73172E-010,   -60.19, 6.48387E-010,  -177.11,     37.849,  -137.34,          0,     0.00,     37.849,  -137.34
Line.LINE2472, 1.81899E-012,   180.00,    4.99643,   162.41, 1.81899E-012,     0.00,          0,     0.00,    4.99643,   162.41, 1.81899E-012,     0.00,    4.99643,   -17.59, 1.81899E-012,   180.00,          0,     0.00,    4.99643,   -17.59
Line.LINE2473, 3.25391E-011,  -116.57, 1.56729E-010,  -158.20, 5.82077E-011,    90.00,          0,     0.00, 1.62695E-010,  -169.70, 3.25391E-011,    63.43, 1.56729E-010,    21.80, 5.82077E-011,   -90.00,          0,     0.00, 1.62695E-010,    10.30
Line.LINE2474, 2.54138E-010,   113.63, 5.23876E-010,    -0.30, 4.29713E-010,  -118.30,          0,     0.00, 2.63862E-010,   -34.18, 2.54138E-010,   -66.37, 5.23876E-010,   179.70, 4.29713E-010,    61.70,          0,     0.00, 2.63862E-010,   145.82
Line.LINE2475, 1.81899E-012,     0.00, 3.63798E-012,   180.00,     37.849,    42.66,          0,     0.00,     37.849,    42.66, 1.81899E-012,   180.00, 3.63798E-012,     0.00,     37.849,  -137.34,          0,     0.00,     37.849,  -137.34
Line.LINE2476, 7.27596E-012,   -90.00,    4.99643,   162.41, 3.63798E-012,    90.00,          0,     0.00,    4.99643,   162.41, 7.27596E-012,    90.00,    4.99643,   -17.59, 3.63798E-012,   -90.00,          0,     0.00,    4.99643,   -17.59
Line.LINE2477, 3.03853E-010,   106.70, 5.82122E-010,    -0.72, 3.7835E-010,  -112.62,          0,     0.00, 3.55332E-010,   -10.62, 3.03853E-010,   -73.30, 5.82122E-010,   179.28, 3.7835E-010,    67.38,          0,     0.00, 3.55332E-010,   169.38
Line.LINE2478, 5.14488E-012,   135.00,          0,     0.00,     37.849,    42.66,          0,     0.00,     37.849,    42.66, 5.14488E-012,   -45.00,          0,     0.00,     37.849,  -137.34,          0,     0.00,     37.849,  -137.34
Line.LINE2479, 1.16415E-010,   180.00, 3.49549E-010,    -2.39, 2.09871E-010,  -123.69,          0,     0.00, 2.22125E-010,   -58.39, 1.16415E-010,     0.00, 3.49549E-010,   177.61, 2.09871E-010,    56.31,          0,     0.00, 2.22125E-010,   121.61
Line.LINE2480, 9.76172E-011,   116.57, 3.78438E-010,    -1.24, 2.27774E-010,  -116.57,          0,     0.00, 2.64075E-010,   -28.15, 9.76172E-011,   -63.43, 3.78438E-010,   178.76, 2.27774E-010,    63.43,          0,     0.00, 2.64075E-010,   151.85
Line.LINE2481, 1.95234E-010,   116.57, 4.65769E-010,    -1.23, 2.60313E-010,  -116.57,          0,     0.00, 2.70671E-010,   -14.60, 1.95234E-010,   -63.43, 4.65769E-010,   178.77, 2.60313E-010,    63.43,          0,     0.00, 2.70671E-010,   165.40
Line.LINE2482, 1.30156E-010,   116.57, 4.0749E-010,    -0.77, 2.60313E-010,  -116.57,          0,     0.00, 2.62798E-010,   -27.63, 1.30156E-010,   -63.43, 4.0749E-010,   179.23, 2.60313E-010,    63.43,          0,     0.00, 2.62798E-010,   152.37
Line.LINE2483, 8.23181E-011,   135.00, 3.49322E-010,    -1.19, 1.45519E-010,  -126.87,          0,     0.00, 2.13992E-010,   -17.82, 8.23181E-011,   -45.00, 3.49322E-010,   178.81, 1.45519E-010,    53.13,          0,     0.00, 2.13992E-010,   162.18
Line.LINE2484, 1.24332E-010,   110.56, 3.49322E-010,    -1.19, 2.18279E-010,  -126.87,          0,     0.00, 1.86497E-010,   -20.56, 1.24332E-010,   -69.44, 3.49322E-010,   178.81, 2.18279E-010,    53.13,          0,     0.00, 1.86497E-010,   159.44
Line.LINE2485, 9.20344E-011,   108.43, 3.49313E-010,    -1.12, 2.27774E-010,  -116.57,          0,     0.00, 2.50665E-010,   -29.45, 9.20344E-011,   -71.57, 3.49313E-010,   178.88, 2.27774E-010,    63.43,          0,     0.00, 2.50665E-010,   150.55
Line.LINE2486, 5.24677E-011,   146.31, 3.49296E-010,    -0.97, 1.86355E-010,  -128.66,          0,     0.00, 2.2528E-010,   -32.89, 5.24677E-011,   -33.69, 3.49296E-010,   179.03, 1.86355E-010,    51.34,          0,     0.00, 2.2528E-010,   147.11
Line.LINE2487, 2.91038E-011,   180.00, 2.91089E-010,    -1.07, 1.45519E-010,  -126.87,          0,     0.00, 2.12946E-010,   -34.91, 2.91038E-011,     0.00, 2.91089E-010,   178.93, 1.45519E-010,    53.13,          0,     0.00, 2.12946E-010,   145.09
Line.LINE2488, 4.34754E-011,   127.35, 3.18366E-010,    -0.94, 1.64045E-010,  -118.84,          0,     0.00, 2.41606E-010,   -28.25, 4.34754E-011,   -52.65, 3.18366E-010,   179.06, 1.64045E-010,    61.16,          0,     0.00, 2.41606E-010,   151.75
Line.LINE2489, 3.25391E-011,   116.57, 3.49296E-010,    -0.97, 1.56729E-010,  -111.80,          0,     0.00, 3.02339E-010,   -23.87, 3.25391E-011,   -63.43, 3.49296E-010,   179.03, 1.56729E-010,    68.20,          0,     0.00, 3.02339E-010,   156.13
Line.LINE2490, 5.99991E-011,   104.04, 2.91108E-010,    -1.25, 1.62695E-010,  -116.57,          0,     0.00, 2.24232E-010,   -24.69, 5.99991E-011,   -75.96, 2.91108E-010,   178.75, 1.62695E-010,    63.43,          0,     0.00, 2.24232E-010,   155.31
Line.LINE2491, 1.45519E-011,   180.00, 3.20225E-010,    -1.30, 1.62695E-010,  -116.57,          0,     0.00, 2.7849E-010,   -33.27, 1.45519E-011,     0.00, 3.20225E-010,   178.70, 1.62695E-010,    63.43,          0,     0.00, 2.7849E-010,   146.73
Line.LINE2492,          0,     0.00, 2.32959E-010,    -1.90, 1.30156E-010,  -116.57,          0,     0.00, 2.14256E-010,   -35.41,          0,     0.00, 2.32959E-010,   178.10, 1.30156E-010,    63.43,          0,     0.00, 2.14256E-010,   144.59
Line.LINE2493, 4.60172E-011,   -71.57, 2.32924E-010,    -1.62, 6.17385E-011,  -135.00,          0,     0.00, 2.24327E-010,   -24.75, 4.60172E-011,   108.43, 2.32924E-010,   178.38, 6.17385E-011,    45.00,          0,     0.00, 2.24327E-010,   155.25
Line.LINE2494, 5.50601E-011,   -67.67, 2.23841E-010,    -1.75, 7.36241E-011,  -117.20,          0,     0.00, 2.44369E-010,   -30.29, 5.50601E-011,   112.33, 2.23841E-010,   178.25, 7.36241E-011,    62.80,          0,     0.00, 2.44369E-010,   149.71
Line.LINE2495, 5.82077E-011,     0.00, 1.1711E-010,    -6.24, 1.64636E-010,  -135.00,          0,     0.00, 1.41659E-010,   -65.74, 5.82077E-011,   180.00, 1.1711E-010,   173.76, 1.64636E-010,    45.00,          0,     0.00, 1.41659E-010,   114.26
Line.LINE2496, 1.16415E-010,     0.00, 2.3354E-010,    -4.47, 2.32831E-010,    90.00,          0,     0.00, 4.09931E-010,    31.57, 1.16415E-010,   180.00, 2.3354E-010,   175.53, 2.32831E-010,   -90.00,          0,     0.00, 4.09931E-010,  -148.43
Line.LINE2497, 1.95234E-010,   -63.43, 2.33285E-010,    -3.58,          0,     0.00,          0,     0.00, 3.71858E-010,   -30.58, 1.95234E-010,   116.57, 2.33285E-010,   176.42,          0,     0.00,          0,     0.00, 3.71858E-010,   149.42
Line.LINE2498, 1.84069E-010,   -71.57, 1.16543E-010,    -2.68, 2.91038E-011,     0.00,          0,     0.00, 2.71907E-010,   -41.47, 1.84069E-010,   108.43, 1.16543E-010,   177.32, 2.91038E-011,   180.00,          0,     0.00, 2.71907E-010,   138.53
Line.LINE2499, 1.84069E-010,   -71.57, 1.81899E-012,   -90.00, 5.82077E-011,    90.00,          0,     0.00, 1.31786E-010,   -63.79, 1.84069E-010,   108.43, 1.81899E-012,    90.00, 5.82077E-011,   -90.00,          0,     0.00, 1.31786E-010,   116.21
Line.LINE2500, 1.37409E-010,   -88.10, 4.89778E-012,   -68.20, 1.16415E-010,     0.00,          0,     0.00, 1.87632E-010,   -49.13, 1.37409E-010,    91.90, 4.89778E-012,   111.80, 1.16415E-010,   180.00,          0,     0.00, 1.87632E-010,   130.87
Line.LINE2501, 1.20469E-010,   131.63, 1.37788E-010,   180.00, 5.82077E-011,   -90.00,          0,     0.00, 2.20138E-010,   171.69, 1.20469E-010,   -48.37, 1.37788E-010,     0.00, 5.82077E-011,    90.00,          0,     0.00, 2.20138E-010,    -8.31
Line.LINE2502, 4.48705E-011,   -72.30, 1.31422E-010,   180.00,          0,     0.00,          0,     0.00, 1.25297E-010,  -160.05, 4.48705E-011,   107.70, 1.31422E-010,     0.00,          0,     0.00,          0,     0.00, 1.25297E-010,    19.95
Line.LINE2503, 2.84183E-011,   -48.08, 4.97969E-011,  -179.48,          0,     0.00,          0,     0.00, 3.76269E-011,  -144.97, 2.84183E-011,   131.92, 4.97969E-011,     0.52,          0,     0.00,          0,     0.00, 3.76269E-011,    35.03
Line.LINE2504, 7.22605E-012,  -114.15, 1.13687E-012,   180.00, 1.45519E-011,   -90.00,          0,     0.00, 2.15382E-011,  -100.95, 7.22605E-012,    65.85, 1.13687E-012,     0.00, 1.45519E-011,    90.00,          0,     0.00, 2.15382E-011,    79.05
Transformer.TR1,    2.48939,   -12.82,    3.10172,  -135.85,    2.72033,    94.25,          0,     0.00, 1.22444E-012,   -21.80,     7.2608,   128.85,    8.52667,    19.07,    9.13952,  -112.55, 4.89778E-012,    68.20, 1.4559E-012,   128.66
Transformer.TR4,     7.2608,   -51.15,    8.52667,  -160.93,    9.13952,    67.45,          0,     0.00, 1.59675E-013,    20.85,    208.321,   100.94,    177.605,   -17.86,    270.474,  -137.70,    77.4215,    24.39, 1.55615E-006,  -161.32
Load.LOAD21,    35.6502,   -78.80,    35.6502,   101.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD22,    4.90396,   -78.96,    4.90396,   101.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD23,     36.439,    41.98,     36.439,  -138.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD24,    4.89919,   -79.15,    4.89919,   100.85,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD25,    35.7881,   162.06,    35.7881,   -17.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD26,    4.94854,   162.05,    4.94854,   -17.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD27,    36.7331,    42.07,    36.7331,  -137.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD28,    4.89572,   -79.07,    4.89572,   100.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD29,    35.8001,   162.23,    35.8001,   -17.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD210,    4.92997,   -78.87,    4.92997,   101.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD211,    35.6851,   -78.86,    35.6851,   101.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD212,    4.91435,   -79.22,    4.91435,   100.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD213,    35.7892,   162.24,    35.7892,   -17.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD214,    4.93966,   -79.35,    4.93966,   100.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD215,    35.7473,   -79.35,    35.7473,   100.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD216,    5.03766,    41.96,    5.03766,  -138.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD217,    37.1208,    42.25,    37.1208,  -137.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD218,    4.92964,   161.94,    4.92964,   -18.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD219,    36.7812,    42.09,    36.7812,  -137.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD220,    5.08405,    42.09,    5.08405,  -137.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD221,     35.792,   -78.69,     35.792,   101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD222,    4.98689,   162.34,    4.98689,   -17.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD223,    37.7074,    42.56,    37.7074,  -137.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD224,    4.99137,   162.39,    4.99137,   -17.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD225,    37.7351,    42.56,    37.7351,  -137.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD226,    4.90817,   161.96,    4.90817,   -18.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD227,    35.4741,   161.97,    35.4741,   -18.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD228,    4.99124,   162.39,    4.99124,   -17.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD229,    35.9632,   -79.58,    35.9632,   100.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD230,    4.99636,   162.41,    4.99636,   -17.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD231,    37.8511,    42.66,    37.8511,  -137.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
